,item,label ,sentence,wikidata 
1180,Q506221,0.0,"Jean-Kasongo Banza (born 26 June 1974) is a retired professional football player from the DR Congo who played in DR Congo for AS Vita Club, in Turkey for Gençlerbirliği, in South Korea for Chunnam Dragons and Cheonan Ilhwa Chunma (currently Seongnam FC), in Tunisia for CS Sfaxien and Olympique Béja, and in Germany for VfL Wolfsburg and MSV Duisburg.",member of sports team MSV Duisburg
1186,Q531378,0.0,With Red Star Belgrade he won the national championship in 1960.,member of sports team Red Star Belgrade
1187,Q531378,0.0,"On the domestic scene, Partizan remained in the shadow of the big two of those days, Hajduk Split, and Crvena Zvezda (Red Star Belgrade).",member of sports team Red Star Belgrade
1188,Q531378,0.0,"The team finished the national league a disappointing 9th, but the defence of the Yugoslav Cup through a victory against champions Red Star Belgrade assured a memorable season eventually.",member of sports team Red Star Belgrade
1191,Q6964562,0.0, is a Nippon Professional Baseball pitcher for the Hokkaido Nippon-Ham Fighters in Japan's Pacific League.,member of sports team Hokkaido Nippon-Ham Fighters
1197,Q458087,0.0,"Career

Banfield

Cvitanich started his career in Club Atlético Banfield's youth and made his debut for the club's first team at the age of 19 on 20 October 2003 in a 3–1 defeat to Olimpo de Bahía Blanca.",member of sports team Club Atlético Banfield
1198,Q1410667,0.0,"Stephen Moore  (born 20 January 1983) is an Australian rugby union footballer, who played Super Rugby for the Brumbies and Queensland Reds and won 129 caps for Australia internationally, including 24 tests as captain.",member of sports team Queensland Reds
1199,Q1410667,0.0,He made his Super 12 debut in 2003 for the Queensland Reds against the Bulls.,member of sports team Queensland Reds
1200,Q1410667,0.0,"After the whirlwind of 2005 where Moore made his debut for the Wallabies and featured in every Queensland Reds Super 12 game, 2006 was a mixed bag which saw him finish the season on the reserves bench.",member of sports team Queensland Reds
1203,Q140393,0.0,"He went on to win for Hesketh, driving their own Hesketh 308 car, in both World Championship and non-championship races, before joining the McLaren team at the end of .",member of sports team McLaren
1204,Q140393,0.0,"In his first year with McLaren, Hunt won the 1976 World Drivers' Championship, and he remained with the team for a further two years, although with less success, before moving to the Wolf team in early .",member of sports team McLaren
1205,Q140393,0.0,"With little time left before the  season, Hunt was desperately looking for a drive until Emerson Fittipaldi left McLaren and joined his brother's Copersucar-Fittipaldi outfit.",member of sports team McLaren
1206,Q140393,0.0,"With no other top drivers available, the team management signed Hunt to McLaren – in a deal brokered by Marlboro's John Hogan – for the next season on a $200,000 contract.New York, 7 June 1976, p. 66.",member of sports team McLaren
1207,Q140393,0.0,"1976–1978: McLaren
thumb|Hunt celebrates at the 1976 British Grand Prix; he would later be disqualified from the results.",member of sports team McLaren
1208,Q140393,0.0,"Now a works McLaren driver, he dispelled many doubters at the first race in Brazil, where, in a hastily rebuilt McLaren M23, he landed pole position in the last minutes of qualifying.",member of sports team McLaren
1209,Q140393,0.0,"Over the course of the year he would drive the McLaren M23 to six Grands Prix wins, but with superior reliability, reigning world champion and main rival Niki Lauda had pulled out a substantial points lead in the first few races of the season.",member of sports team McLaren
1210,Q140393,0.0,"At a circuit that should have suited Hunt's car, the Texaco fuel McLaren were using was tested and although apparently legal, their cars, and those of the Penske team, were judged to contain a higher octane level than allowed.",member of sports team McLaren
1211,Q140393,0.0,McLaren team manager Alastair Caldwell had taken advantage of the gap between the final two races to hire the Fuji circuit – a track hosting its first Grand Prix and therefore unknown to all the teams – for an exclusive McLaren test.,member of sports team McLaren
1212,Q140393,0.0,"Hunt was later released, and tested at Kyalami where his McLaren M26 suffered a loose brake caliper which cut a hole in one of the tyres.",member of sports team McLaren
1213,Q140393,0.0,"The McLaren M26 was problematic in the early part of the season, during which Niki Lauda, Mario Andretti and Jody Scheckter took a considerable lead in the Drivers' Championship.",member of sports team McLaren
1214,Q140393,0.0,Towards the end of the year Hunt and the McLaren M26 were quicker than any rival combination other than Mario Andretti and the Lotus 78.,member of sports team McLaren
1215,Q140393,0.0,Lotus had developed effective ground effect aerodynamics with their Lotus 79 car and McLaren were slow to respond.,member of sports team McLaren
1216,Q140393,0.0,"Hunt believed that it was Patrese's muscling past that caused the McLaren and Lotus to touch, but Patrese argues that he was already well ahead of the pair before the accident took place.",member of sports team McLaren
1217,Q140393,0.0,"1979: Wolf
thumb|left|Hunt's Wolf WR9 being prepared at the 1979 Monaco Grand Prix
For  Hunt had resolved to leave the McLaren team.",member of sports team McLaren
1218,Q140393,0.0,"Attempted comebacks
In 1980, Hunt nearly made a comeback with McLaren at the United States Grand Prix West, asking for $1 million for the race.",member of sports team McLaren
1219,Q140393,0.0,Hunt then arranged for the young Canadian to make his Grand Prix debut with McLaren in 1977.,member of sports team McLaren
1221,Q140393,0.0,"Formula One non-championship results
(key) (Races in bold indicate pole position)
(Races in italics indicate fastest lap)
 Year Entrant Chassis Engine 1 2 3 1973 Hesketh Racing Surtees TS9 Ford V8 ROC INT 1974 Hesketh Racing March 731 Ford V8 PRE Hesketh 308 Ford V8 ROC INT 1975 Hesketh Racing Hesketh 308 Ford V8 ROC INT SUI 1976 Marlboro Team McLaren McLaren M23 Ford V8 ROC INT 1977 Marlboro Team McLaren McLaren M23 Ford V8 ROC 1978 Marlboro Team McLaren McLaren M26 Ford V8 INT 1979 Wolf Racing Wolf WR8 Ford V8 ROC GNM DIN

See also
 Hunt–Lauda rivalry

References
Notes

Citations

Bibliography

 Chimits, Xavier, Bernard Cahier and Paul-Henri Cahier.",member of sports team McLaren
1224,Q271557,0.0,"By 1982, Lato decided to move on, signing for Atlante F.C.",member of sports team Atlante F.C.
1228,Q2287918,0.0,He won four Danish Superliga championships for the rival clubs Brøndby IF and F.C.,member of sports team Brøndby IF
1229,Q2287918,0.0,"Copenhagen (FCK) and Brøndby IF, and ended up moving to FCK in July 1993.",member of sports team Brøndby IF
1230,Q2287918,0.0,"He moved to Brøndby IF, where he was Brøndby's league top goalscorer two years in a row, as Brøndby won the 1995–96 Superliga and 1996–97 Superliga championships.",member of sports team Brøndby IF
1231,Q2287918,0.0,"Not a proven goalscorer for Oviedo either, he had short loan spells at English]] club Fulham, scoring once against Queens Park Rangers, and back home with Brøndby IF.",member of sports team Brøndby IF
1232,Q2287918,0.0,"With his previous success for FCK's arch rivals Brøndby IF, he was initially scorned by the FCK fans and only referred to by his shirt number, ""number 32"".",member of sports team Brøndby IF
1233,Q2287918,0.0,"Career highlights

Club statistics
Total number of goals for Brøndby IF (1995–1997 and 2000):

 - In the Danish league: 45 goals
 - In the Danish Cup: 4 goals
 - In the Danish League Cup: 2 goals
 - In the UEFA Cup/Champions League: 11 goals
 - Total score in 101 games: 62 goals

Honours
Danish Superliga:
1996 and 1997, with Brøndby I.F
2003 and 2004, with FC København
Danish Cup: 2004
Royal League: 2005
Football League Championship: 2000–01 with Fulham

References

External links
Danish national team profile
AaB profile 
F.C.",member of sports team Brøndby IF
1236,Q975433,0.0,"Club career
Castrillón began his career with top Colombian side Independiente Medellín in 2002.",member of sports team Independiente Medellín
1239,Q377945,0.0,"In late May 2008, Adrián was bought by another team from the capital, Getafe CF,Adrián González: ""Getafe es el equipo perfecto para un joven"" (Adrián González: ""Getafe is the perfect fit for a young player""); Diario AS, 22 May 2008 (in Spanish) with Real Madrid having the option to re-buy the player.",member of sports team Getafe CF
1241,Q359494,0.0,"Two years later he joined his final team in Italy, lowly Brescia Calcio, on a free transfer; the following year, after the team's relegation, as second from bottom, he returned to Argentina and agreed to play for Quilmes Atlético Club, which appeared at the Libertadores, announcing his retirement after their elimination from that tournament.",member of sports team Quilmes Atlético Club
1243,Q16002452,0.0,"Professional career 

The prop started his professional career with Sale Sharks before moving to Edinburgh Rugby.",member of sports team Sale Sharks
1245,Q1154008,0.0,"Chievo Verona and Calcio Catania
After his loan return to Torino, Marchese was instantly sold to Serie A rivals Chievo, in 2005.",member of sports team Calcio Catania
1247,Q669363,0.0,Junker was never a great success and was allowed to go on loan to First Division side Ølstykke FC.,member of sports team Ølstykke FC
1250,Q1628988,0.0,"From 2007 to 2011, Walker was in the AIK organisation, having loan spells to Väsby United, Assyriska Föreningen and GIF Sundsvall.",member of sports team GIF Sundsvall
1251,Q1628988,0.0,"He moved to GIF Sundsvall at the end of the 2011 season.Mellerborg, Stefan.",member of sports team GIF Sundsvall
1252,Q1628988,0.0,"""Kevin Walker till GIF Sundsvall"" .",member of sports team GIF Sundsvall
1253,Q1628988,0.0,Walker played for Superettan side GIF Sundsvall which he vice-captained during the autumn 2013.,member of sports team GIF Sundsvall
1254,Q1628988,0.0,A few of Walker's football league games for GIF Sundsvall were moved to avoid a clash with his television commitments during Idol.,member of sports team GIF Sundsvall
1258,Q583773,0.0,"On 30 January 2016, Iturra signed a six-month loan deal with Rayo Vallecano.",member of sports team Club Necaxa
1259,Q583773,0.0,"Later years
On 4 June 2016, Iturra left Europe agreeing to a contract with Mexico's Club Necaxa.",member of sports team Club Necaxa
1265,Q17518494,0.0,"Pascal Stenzel (born 20 March 1996) is a German professional footballer who plays for VfB Stuttgart, on loan from SC Freiburg.",member of sports team SC Freiburg
1266,Q17518494,0.0,"SC Freiburg
On 29 January 2016, Stenzel joined SC Freiburg on a loan until 30 June 2017.",member of sports team SC Freiburg
1272,Q2586675,0.0,"After spending the first years of his career in the lower leagues, only appearing sporadically for the first team of Rayo Vallecano in the Segunda División, he first made a name for himself with Karpaty Lviv in the Ukrainian Premier League.",member of sports team Rayo Vallecano B
1273,Q2586675,0.0,"Club career
Atlético / Rayo
Pérez was born in A Coruña, Galicia.",member of sports team Rayo Vallecano B
1274,Q2586675,0.0,"In summer 2009 he signed with Rayo Vallecano, helping the reserves promote from the same level in his first year.",member of sports team Rayo Vallecano B
1275,Q2586675,0.0,"In the 2010–11 season, Pérez contributed with five games and one goal (in a 3–0 home win against Real Valladolid on 6 November 2010) as Rayo returned to La Liga after eight years.",member of sports team Rayo Vallecano B
1277,Q167059,0.0,"FC Dordrecht
On January 2005, He made his debut at a senior level with club FC Dordrecht in the Eerste Divisie which is the second-highest division of football in the Netherlands.",member of sports team FC Dordrecht
1278,Q167059,0.0,Played for two seasons for club fc dordrecht maitimo played 19 matches and 2 goals.,member of sports team FC Dordrecht
1282,Q972418,0.0,"David González Giraldo (born 20 July 1982), known as David González, is a Colombian goalkeeper who currently plays for Categoría Primera A club Deportivo Cali.",member of sports team Deportivo Cali
1283,Q972418,0.0,"In 2006, he moved to Deportivo Cali, before going to Çaykur Rizespor, where he spent two seasons.",member of sports team Deportivo Cali
1288,Q434646,0.0,"Club career
He played for clubs such as Sturm Graz, SV Salzburg (where he claimed his first league title),1988–1997: Austria Salzburg's ""Golden Years""  – Austria Salzburg Rapid Wien, Leeds United (England) and Austria Wien.",member of sports team SV Austria Salzburg
1290,Q3702084,0.0,"Daniele Sottile (born 17 August 1979) is an Italian volleyball player, a member of the Italy men's national volleyball team and Italian club Top Volley Latina, silver medalist of the 2015 World Cup and bronze medalist of the 2015 European Championship.",member of sports team Top Volley
1293,Q7398101,0.0,"After the contract with Changchun expired, he returned to Uzbekistan and joined Lokomotiv Tashkent in 2010.",member of sports team Lokomotiv Tashkent
1294,Q7398101,0.0,"On 2016, he returned to Lokomotiv Tashkent.",member of sports team Lokomotiv Tashkent
1298,Q3108804,0.0,"An Australian international and New South Wales State of Origin representative , Lazarus won premierships with the Canberra Raiders, Brisbane Broncos and Melbourne Storm, who he also captained.",member of sports team Canberra Raiders
1299,Q3108804,0.0,"He was the first player in the history of the game to win premierships with three clubs: Canberra Raiders, Brisbane Broncos and Melbourne Storm.",member of sports team Canberra Raiders
1300,Q3108804,0.0,"Canberra
Lazarus began his first-grade career with the Canberra Raiders in 1987, and was selected to make his debut for New South Wales in the 1989 State of Origin series.",member of sports team Canberra Raiders
1301,Q3108804,0.0,"Brisbane
In the summer preceding the 1992 season, Lazarus was recruited from Canberra by his former coach at the Raiders, Wayne Bennett and joined the Brisbane Broncos, with whom he played the largest portion of his career.",member of sports team Canberra Raiders
1302,Q3108804,0.0,He also assisted the Canberra Raiders and Brisbane Broncos in an assistant coaching capacity.,member of sports team Canberra Raiders
1304,Q233510,0.0,"In 2013, the inaugural season of the National Women's Soccer League, Morgan joined Portland Thorns FC and helped the team win the league title that year.",member of sports team Portland Thorns FC
1305,Q233510,0.0,"Portland Thorns FC (2013–2015)

On January 11, 2013, Morgan was one of three U.S. national team players to join the Portland Thorns FC for the inaugural season of the National Women's Soccer League via the NWSL Player Allocation.",member of sports team Portland Thorns FC
1306,Q233510,0.0,"On October 7, Morgan played the entirety of the Pride's first ever NWSL playoff match, a 4–1 loss to the Portland Thorns FC.",member of sports team Portland Thorns FC
1309,Q491630,0.0,"He played in 117 Primeira Liga games over the course of seven seasons, representing Vitória de Setúbal, Alverca, Benfica, Braga, Nacional, Paços de Ferreira and Marítimo in the competition.",member of sports team S.C. Braga B
1310,Q491630,0.0,"Released in January 2002, Esteves represented in quick succession S.C. Braga, C.D.",member of sports team S.C. Braga B
1315,Q3128,0.0,"Hill moved to Brabham for 1971-2; his last win in Formula One was in the non-Championship International Trophy at Silverstone in 1971 with the  ""lobster claw"" Brabham.",member of sports team Brabham
1316,Q3128,0.0,The team was in flux after the retirements of Sir Jack Brabham and then Ron Tauranac's sale to Bernie Ecclestone; Hill did not settle there.,member of sports team Brabham
1322,Q17562446,0.0,"Club career
Ingvar started his career with local club Njarðvík before moving to Stjarnan in the Úrvalsdeild before the 2011 season.",member of sports team Stjarnan
1323,Q17562446,0.0,With Stjarnan he won the 2014 Úrvalsdeild and was after the season voted by his fellow players the best player of the 2014 Úrvalsdeild.,member of sports team Stjarnan
1324,Q17562446,0.0,"Stjarnan also had a good Europa League run in 2014, advancing past Bangor City, Motherwell and Lech Poznań before losing to Inter Milan in the play-off round.",member of sports team Stjarnan
1327,Q5983656,0.0,"He made his professional debut with Sporting de Gijón in 2012, playing 139 competitive matches and scoring one goal across four seasons.",member of sports team Sporting Gijón
1328,Q5983656,0.0,"Sporting Gijón
thumb|left|150px|Hernández playing for Sporting Gijón in 2014

In January 2012, Hernández went on trial with Getafe CF B.",member of sports team Sporting Gijón
1329,Q5983656,0.0,"However, he signed an 18-month deal with Sporting de Gijón instead, being assigned to the reserve side in Segunda División B.",member of sports team Sporting Gijón
1336,Q482838,0.0,He played college football at the University of Georgia and was drafted by the Pittsburgh Steelers in the third round of the 1998 NFL Draft.,member of sports team Pittsburgh Steelers
1337,Q482838,0.0,"Pittsburgh Steelers
1998 season

Ward was selected by the Pittsburgh Steelers in the third round (92nd overall) of the 1998 NFL Draft.",member of sports team Pittsburgh Steelers
1338,Q482838,0.0,"Although the Steelers have not officially retired Ward's #86, they have not reissued it since his retirement and it is understood that no Steeler will ever wear it again.",member of sports team Pittsburgh Steelers
1341,Q723001,0.0,"Biography
His parents, both born and raised in Netherlands, moved to Spain in 1978 and settled in Sabadell, where his father Paulus Wildeboer became the head coach of the local swimming club, called Club Natació Sabadell.",member of sports team Club Natació Sabadell
1343,Q439974,0.0,"IF Elfsborg
On 8 August 2013, it was announced that Beckmann joined IF Elfsborg on a 3.5-year contract as a free-agent, after he mutually terminated his contract with APOEL.",member of sports team IF Elfsborg
1352,Q558955,0.0,"Julio César Baldivieso Rico (born 2 December 1971, in Cochabamba) is a former Bolivian association football midfielder who played for the Bolivia national team in the 1994 World Cup and several Copa Américas.",member of sports team Bolivia national football team
1359,Q2306022,0.0,"During his stay in Dinamo Tbilisi, Spasojević won the Georgian League, Georgian Cup and Georgian Super Cup, and made his debut in the UEFA Champions League on 30 July 2008 against Panathinaikos FC.",member of sports team FC Dinamo Tbilisi
1361,Q358432,0.0,"In January 2011, after five spells with his main club, the 35-year-old signed for Atlético Club Mineros de Guayana.El defensor José Manuel Rey jugará con el Mineros de Guayana (Defender José Manuel Rey will play with Mineros de Guayana); Panamá América, 15 December 2010 

Rey changed teams again in June 2011, moving to Asociación Civil Deportivo Lara.",member of sports team Deportivo Lara
1362,Q358432,0.0,"He retired four years later aged 40,José Manuel Rey le dijo adiós al fútbol (José Manuel Rey bade farewell to football); Ovación, 20 May 2015  and subsequently worked as manager of Aragua F.C.José Manuel Rey asume la dirección técnica del Aragua FC (José Manuel Rey takes over at Aragua FC); El Nacional, 13 December 2017  and Monagas S.C.José Manuel Rey no seguirá con el Monagas Sport Club (José Manuel Rey will not continue with Monagas Sport Club); Correo del Orinoco, 23 May 2019  but also sporting director of Deportivo Lara.José Manuel Rey asumirá la dirección deportiva del Lara (José Manuel Rey to become Lara's sporting director); Diario Meridiano, 2016 

International career
Rey played 115 international matches for the Venezuela national team.",member of sports team Deportivo Lara
1368,Q1702841,0.0,"Professional

Houston/Tennessee Oilers/Titans
Runyan was drafted in the fourth round (109th overall) of the 1996 NFL Draft by the Houston Oilers (now the Tennessee Titans).",member of sports team Tennessee Titans
1369,Q1702841,0.0,"He moved with the team as they became the Tennessee Oilers in 1997 and 1998, and finally played one year in the new jerseys as the Tennessee Titans in 1999 when the team made it to Super Bowl XXXIV.",member of sports team Tennessee Titans
1371,Q225412,0.0,"In June 2011, he joined Kazakh club FC Atyrau.",member of sports team FC Atyrau
1374,Q310373,0.0,He also played for Club Atlético Belgrano and Huracán.,member of sports team Club Atlético Huracán
1375,Q310373,0.0,"After a small break he was appointed Club Atlético Huracán manager in his native Argentina in September 2007, he steered the club to 7th in the table before resigning at the end of the Apertura 2007.",member of sports team Club Atlético Huracán
1378,Q310373,0.0,He played part of the 1989 American Soccer League season with the Fort Lauderdale Strikers.,member of sports team Fort Lauderdale Strikers
1381,Q1028220,0.0,"Due to lack of first team opportunity at Hull, Bridges was allowed to leave on loan for a short term deal at Australian side Sydney FC on 15 October 2007.",member of sports team Sydney FC
1382,Q1028220,0.0,"On 2 June 2009 he was released from his contract along with seven other players.Windass and Bridges among eight released by Hull

Sydney FC
He scored his first league goal for the club on 3 November in the 1–0 win over Newcastle Jets.",member of sports team Sydney FC
1385,Q1017292,0.0,"Wilkinson failed to see out his contract at Police United however, and signed for reigning Singapore Cup champions Home United FC at the beginning of the 2012 S-League season.",member of sports team Lion City Sailors F.C.
1387,Q1486575,0.0,"He previously played for the Chicago Cubs, New York Yankees and Miami Marlins.",member of sports team Miami Marlins
1388,Q1486575,0.0,"Miami Marlins
On December 11, 2017, Castro was traded to the Miami Marlins (along with Jorge Guzmán and José Devers) in exchange for outfielder Giancarlo Stanton and cash considerations.",member of sports team Miami Marlins
1394,Q359377,0.0,"AC Omonia
On 22 June 2012, Bouazza signed for Cypriot First Division side AC Omonia on a one-year deal, despite having initially rejected a contract offer from the club.",member of sports team AC Omonia
1395,Q3849639,0.0,"He was released from his Spartak contract on 8 January 2019.

International career
He was member of the Serbia national under-19 football team and began captaining the Serbia national under-21 football team in 2013.",member of sports team Serbia national football team
1398,Q859787,0.0,"Unfortunately, a six-month shoulder injury he incurred at the end of his 2009 Super 14 season with the Chiefs, prevented him from playing in the All Black side later in the year.",member of sports team New Zealand national rugby union team
1399,Q1835,0.0,Zidane started his career at Cannes before establishing himself as one the best players in the French Division 1 at Bordeaux.,member of sports team AS Cannes
1400,Q1835,0.0,"It was here that Zidane was spotted by AS Cannes scout and former player Jean Varraud, who recommended him to the training centre director of the club.",member of sports team AS Cannes
1401,Q1835,0.0,"Club career
Cannes

Zidane went to AS Cannes for a six-week stay, but ended up remaining at the club for four years to play at the professional level.",member of sports team AS Cannes
1402,Q1835,0.0,Zidane spent his first weeks at Cannes mainly on cleaning duty as a punishment for punching an opponent who mocked his ghetto origins.,member of sports team AS Cannes
1411,Q343929,0.0,"Cheung King Wai (, born 3 September 1985) is a Hong Kong former professional racing cyclist, who won a gold medal at the 2006 Asian Games in the points race.",member of sports team Hong Kong
1414,Q5224659,0.0,"Darrell Karland Smith (November 5, 1961 – February 13, 2017) was a wide receiver in the Canadian Football League for the Toronto Argonauts and Edmonton Eskimos.",member of sports team Toronto Argonauts
1415,Q5224659,0.0,"In 1986, he signed as a free agent with the Toronto Argonauts of the Canadian Football League.",member of sports team Toronto Argonauts
1418,Q1444910,0.0,"Alec Christopher Kessler (January 13, 1967 – October 13, 2007) was an American college basketball player for the University of Georgia and later, as a professional, for the Miami Heat in the NBA and in the Italian league for Olimpia Stefanel Milano.Kessler Finds Job In Italy - Sun Sentinel After his basketball career ended, he became an orthopedic surgeon.",member of sports team Olimpia Milano
1419,Q20719582,0.0,Mario Hermoso Canseco (; born 18 June 1995) is a Spanish professional footballer who plays for Atlético Madrid.,member of sports team Real Valladolid
1420,Q20719582,0.0,"Mainly a central defender, he can also operate as a left back.",member of sports team Real Valladolid
1421,Q20719582,0.0,"On 28 September 2012, while still a youth, he appeared with the first team in that year's Trofeo Santiago Bernabéu, coming on as a second-half substitute in an 8–0 rout of Millonarios FC.",member of sports team Real Valladolid
1422,Q20719582,0.0,"On 16 July 2015, shortly after being assigned to the reserves, he was loaned to Segunda División club Real Valladolid in a season-long deal.",member of sports team Real Valladolid
1423,Q20719582,0.0,"Hermoso made his professional debut on 22 August 2015, starting in a 0–1 away loss against Córdoba CF.",member of sports team Real Valladolid
1424,Q20719582,0.0,"Upon returning, he was again assigned to Real's reserves in Segunda División B.

Espanyol
On 12 July 2017, Hermoso signed a three-year deal with RCD Espanyol.",member of sports team Real Valladolid
1425,Q20719582,0.0,"His maiden appearance in La Liga took place on 9 September, playing the full 90 minutes in a 0–5 away loss to FC Barcelona.",member of sports team Real Valladolid
1426,Q20719582,0.0,"He scored his first goal in the competition the following 28 January, but also put two past his own net in a 2–3 defeat at CD Leganés.",member of sports team Real Valladolid
1427,Q20719582,0.0,"Atlético Madrid
On 18 July 2019, with only one year left in his contract, Hermoso agreed to a five-year contract with Atlético Madrid for €25 million plus €4 million in add-ons.",member of sports team Real Valladolid
1431,Q947656,0.0,"Bennet played with Rochester Renegade, the Grand Rapids Hoops, the Fargo-Moorhead Fever and the Oklahoma City Cavalry in the Continental Basketball Association.",member of sports team Grand Rapids Hoops
1436,Q2091886,0.0,"On June 9, 2014, Nyassi signed for Finnish Club RoPS.",member of sports team RoPS
1437,Q438416,0.0,"Whalen has won World titles and two Olympic gold medals with the United States women's national basketball team, as well as four WNBA championships with the Minnesota Lynx.",member of sports team Minnesota Lynx
1438,Q438416,0.0,"In 2018, she took over coaching duties at the University of Minnesota, while continuing to play for the Lynx in the WNBA.",member of sports team Minnesota Lynx
1440,Q438416,0.0,"The Minnesota Lynx made an unsuccessful pre-draft trade, sending Sheri Sam and Janell Burse to the Seattle Storm for Amanda Lassiter and the 6th pick in the draft in an attempt to get hometown hero Whalen.",member of sports team Minnesota Lynx
1441,Q438416,0.0,"On January 12, 2010, Whalen was traded to her native team, the Minnesota Lynx in a deal that also involved Renee Montgomery.",member of sports team Minnesota Lynx
1442,Q438416,0.0,"She signed a multi-year contract extension with the Minnesota Lynx prior to the team's August 12, 2010 matchup with the Los Angeles Sparks.",member of sports team Minnesota Lynx
1443,Q438416,0.0,"thumb|right|upright|Whalen greeted by the governor of Minnesota in 2011
In 2013, the Minnesota Lynx acquired the rights to Janel McCarville via a three-team trade, and she and Whalen were reunited as teammates.",member of sports team Minnesota Lynx
1444,Q438416,0.0,"Midway through the season the Minnesota Lynx traded for Sylvia Fowles part of a three-team deal, strengthening their lineup as the Lynx made it back to the finals.",member of sports team Minnesota Lynx
1445,Q438416,0.0,"Jersey Retirement
On June 8, 2019, the Minnesota Lynx honored Whalen by retiring her No.",member of sports team Minnesota Lynx
1451,Q1373310,0.0,"Dresden 1998 (German)  Having played in Hamburg for FC St. Pauli even during his Friedrichstadt spell, he now was appointed player-coach with Hertha BSC Berlin where he had several former teammates in his squad but left before the end of the season.",member of sports team FC St. Pauli
1453,Q6509716,0.0,"His only Primeira Liga experience occurred in 2005–06, when he went scoreless for Gil Vicente F.C.",member of sports team Gil Vicente F.C.
1455,Q2360955,0.0,"Kairat Almaty
Shortly being released by Portsmouth, Michalik joined Kazakhstan side FC Kairat, where he will be joined by former national manager Vladimír Weiss.",member of sports team FC Kairat
1456,Q2360955,0.0,"21 November 2007  Stadio Olimpico, Serravalle, San Marino    0 – 1  0–5  UEFA Euro 2008 qualifying

Honours
Leeds United
Football League One runner-up (1): 2009–10

Carlisle United
Football League Trophy (1): 2010–11

FC Kairat
 Kazakhstan Cup (1): 2014

ŠKF Sereď
 2.",member of sports team FC Kairat
1458,Q706399,0.0,"Having started his senior career with Djoliba AC, he moved to Germany in 1997 joining SC Freiburg where he amassed over 200 league matches in a decade-long spell.",member of sports team Djoliba AC
1459,Q706399,0.0,"Career
Born in Bamako, Diarra started his career at Djoliba AC.",member of sports team Djoliba AC
1462,Q523640,0.0,"In December 2010, after a brief stint with Zamalek SC, El Hadary moved to Sudanese club Al-Merreikh.",member of sports team Zamalek SC
1464,Q1085380,0.0,"He previously played in MLB for the Seattle Mariners, San Francisco Giants, Boston Red Sox, New York Mets, Indians, and in Nippon Professional Baseball (NPB) for the Hanshin Tigers.",member of sports team San Francisco Giants
1465,Q1085380,0.0,"San Francisco Giants
In , he signed with the San Francisco Giants and appeared in 22 games.",member of sports team San Francisco Giants
1472,Q132738,0.0,"Following his return from suspension, he won the Vuelta twice and the Giro once more.",member of sports team ONCE
1473,Q132738,0.0,"Contador started to train again at the end of November 2004 and eight months after the surgery he won the fifth stage of the 2005 Tour Down Under racing for , as the team previously known as ONCE had become.",member of sports team ONCE
1474,Q132738,0.0,"The same thing happened on the penultimate stage to Puerto de Ancares where he followed Froome throughout the climb, distancing the other contenders once again before kicking on to take the stage, all but securing the red jersey.",member of sports team ONCE
1478,Q153266,0.0,"Zagłębie Lubin
Hertha BSC was attracted by his performances and promptly signed Piszczek in 2004, but then immediately loaned him out to Zagłębie Lubin.",member of sports team Hertha BSC
1479,Q153266,0.0,"Career statistics
thumb|278x278px|Piszczek with Hertha BSC in 2009.
thumb|262x262px|Piszczek preparing to take a throw-in during a match in 2018.",member of sports team Hertha BSC
1483,Q18206366,0.0,"Fylde.https://salfordcityfc.co.uk/nick-haughton-signs-for-afc-fylde/

Career statistics

+ Appearances and goals by club, season and competitionClubSeasonLeagueFA CupLeague CupOtherTotalDivisionAppsGoalsAppsGoalsAppsGoalsAppsGoalsAppsGoalsFleetwood Town2014–15League One2210000002212015–16League One18010005Appearance(s) in the Football League Trophy02402016–17League One00000000002017–18League One0000000000Total401100050461Salford City2016–17National League North3100—0031Salford City2016–17National League North14200—00142Chorley2017–18National League North17723—102010Salford City2017–18National League North15300—001532018–19National League8000—0080Total233000000233A.F.C.",member of sports team A.F.C. Fylde
1488,Q499801,0.0,"However, Feucht was relegated at the end of the 2004–05 season, so he joined a new Regionalliga Nord club Kickers Emden.",member of sports team Kickers Emden
1489,Q499801,0.0,"After good performances at Kickers Emden, he moved to SV Wacker Burghausen in the 2.",member of sports team Kickers Emden
1490,Q499801,0.0,"After half a year, he returned to Kickers Emden.",member of sports team Kickers Emden
1492,Q152823,0.0,"After suffering from injuries, he signed with NAC Breda in January 2015.",member of sports team NAC Breda
1493,Q152823,0.0,He signed with PEC Zwolle after NAC was relegated.,member of sports team NAC Breda
1494,Q152823,0.0,"NAC Breda
On 31 December 2014, it was announced that Marcellis had signed with Eredivisie side NAC Breda until the end of the season.Marcellis nieuwe aanwinst NAC  (Dutch).",member of sports team NAC Breda
1497,Q1334135,0.0,"In February 2013, Ishak signed a six-month loan deal with Swiss club FC St. Gallen, who had recently been promoted to the Swiss Super League, in order to play more.",member of sports team FC St. Gallen
1499,Q301689,0.0,"Nielsen has also represented HB, Boldklubben Frem, Gøtu Ítróttarfelag, Blackburn Rovers, Manchester City, Wrexham, Tranmere Rovers, Silkeborg, Motherwell, Stjarnan and the Faroe Islands national football team at all age levels.",member of sports team Faroe Islands national football team
1502,Q3019005,0.0,"Club career
Wilson made his debut for Newcastle Falcons in a 2003 League fixture against Bath Rugby.",member of sports team Bath Rugby
